Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,QW 1,QW 2,QW 3,QW 4,QW 5,QW 6,QW 7,QW 8,QW 9,QW 10,QW 11,QW 12,QW 99,files,campaign
60.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0888739588458755,0.1064495529195784,0.2376463872929049,0.1723346593583386,0.0,0.1791557236916786,0.128855245741653,0.0803149482652288,0.1417436094568047,0.0806001968432381,0.0805168562465386,0.0876204829709904,0.0600115576940093,N1 R0 60C sample 3_Subt2__0__12-27-19-733.csv,N1
60.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0713241410939152,0.1469709115808451,0.2594376970516881,0.1631850929795423,0.1492881973481945,0.1613721104937186,0.1588331607070077,0.0,0.1889310935429004,0.188854060319675,0.1531700529063077,0.1488365117500358,0.1552164957076195,N1 R0 60C sample 4_Subt2__0__12-28-50-232.csv,N1
30.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.082258467059028,0.0983486722762445,0.2107494264049128,0.1723855694020087,0.1540695502363939,0.1246226672663918,0.1200148893599611,0.1323834788311175,0.1322712474596594,0.1335619521485584,0.1500437980194021,0.1499529842689725,0.2394242342664075,N1 R0 60C sample 7_Subt2__0__11-58-42-273.csv,N1
30.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.3018985307704216,0.3395654767690153,0.2973304895478584,0.0,0.2632495439531291,0.2878741471333466,0.2874689938332977,0.0,0.0,0.0,0.3900948072979114,0.3936505370998521,N1 R0 60C sample 8_Subt2__0__11-59-10-772.csv,N1
5.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.1392926334874018,0.2129856883786943,0.3226207480935895,0.2377950793744888,0.0,0.1570698685726023,0.1276790926881424,0.1287125573863335,0.1285760573831298,0.1541107949388879,0.0,0.0,0.225542094326912,N1 R0 60C sample 11_Subt2__0__11-37-12-802.csv,N1
5.0,60.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.2434813446047189,0.3153940476483985,0.2197189062487747,0.1688278330354274,0.1400104641032288,0.1303835651790006,0.1303151004735089,0.1165505515156063,0.1164466974856706,0.1348555721097776,0.1347497495844235,0.1492146848039512,N1 R0 60C sample 12_Subt2__0__11-37-34-301.csv,N1
60.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.2209690189270429,0.3804298022539976,0.2945933955393101,0.0,0.2623922728057016,0.0,0.0,0.1863259044563754,0.1861815969629154,0.1961383456108289,0.2041980745850475,N1R0 105C sample 3_Subt2__0__13-39-09-638.csv,N1
60.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.2443239180181519,0.3151475295457763,0.2415838540376413,0.2419459043282207,0.1859250896156503,0.1152342972855175,0.1813188333447467,0.1753241151162986,0.1194432322998747,0.1250716524073293,0.1428432915131087,N1R0 105C sample 4_Subt2__0__13-39-54-139.csv,N1
30.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.1535510820885557,0.2880376731576975,0.273318404654041,0.2607340417448736,0.1854540948538289,0.1676237500208654,0.167524306060139,0.1169270116877794,0.1439864717927665,0.1416994601722059,0.1387974187317918,N1R0 105C sample 7_Subt2__0__13-12-51-672.csv,N1
30.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.2063881248286921,0.3637593210273078,0.2528860476027824,0.0,0.1956976245833722,0.143424795338656,0.1669662503966193,0.1486646012213053,0.1428115275616448,0.1501169677999695,0.1561021550176519,N1R0 105C sample 8_Subt2__0__13-13-29-673.csv,N1
5.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.1494067476454116,0.2204437408940862,0.3269430178336376,0.2903573359216868,0.2533804312463374,0.0,0.0,0.1802781562223502,0.1735134886713599,0.1498072333401789,0.1496595865064775,0.1456180395422226,N1R0 105C sample 11_Subt2__0__12-51-45-702.csv,N1
5.0,105.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.2068284963943472,0.2819241743340348,0.4001448660553867,0.3332330510733982,0.3180820940161561,0.0,0.0,0.0,0.0,0.0,0.2413322932778663,0.2447285167660501,N1R0 105C sample 12_Subt2__0__12-52-09-188.csv,N1
60.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.1357073658600081,0.0579951680790673,0.3108948783048144,0.1216765747193031,0.0576212999966791,0.0942208626769435,0.0775735485528971,0.1015209222105071,0.0839622870846088,0.1063450277084013,0.1062622746936477,0.1020486738211876,0.1171683604391656,N1R0 150C sample 3_Subt2__0__14-47-02-040.csv,N1
60.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.1862684579060477,0.0,0.3283216677051501,0.0,0.0,0.2556888028073184,0.0,0.1890688963594868,0.1891379542835478,0.2020979554827008,0.2020514582949677,0.2489974085905995,0.2917515174157547,N1R0 150C sample 4_Subt2__0__14-47-25-046.csv,N1
30.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.2651622300659021,0.2450615003083518,0.0,0.2579338655787181,0.0,0.2561427588460566,0.2562767771437346,0.2480884093349264,0.2981931622041418,0.2979929660731263,0.3268529428870905,N1R0 150C sample 7_Subt2__0__14-23-09-578.csv,N1
30.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.0913917732509423,0.1038971707130891,0.1397671616001239,0.1750193863214707,0.1839554985058446,0.0,0.2747673683396281,0.1654660267881954,0.2020241167672918,0.2115136240755994,0.2363392508136358,N1R0 150C sample 8_Subt2__0__14-22-37-580.csv,N1
5.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.0,0.5649503344128247,0.0,0.0,0.2765232381412972,0.2567298312156327,0.2571284895065486,0.2571284895065486,0.2660291319549331,0.2657011932050713,0.264859331205047,0.2645017193545045,N1R0 150C sample 11_Subt2__0__13-57-07-113.csv,N1
5.0,150.0,100.0,67.5,132.5,1.0,0.675,1.325,0.0,0.2501536813839307,0.4069891972244875,0.3749408553736695,0.0,0.0,0.274908810567899,0.2260092307064018,0.2268486520356855,0.2257897604285685,0.225580459981922,0.2292926856655874,0.2440500160787758,N1R0 150C sample 12_Subt2__0__13-58-18-612.csv,N1
5.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.3915526385419569,0.3345566709507382,0.2620094121434793,0.2099395071502542,0.0,0.2056750002403225,0.2001850637675407,0.0,0.1988717585191081,0.1987363078061744,0.2024662339701566,0.2002022921742973,N2 R0 150C sample1_Subt2__0,N1
5.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4417654817549936,0.341128839429392,0.0,0.2645313165534336,0.2500345883908084,0.0,0.0,0.2339250417877212,0.2262870768059638,0.22600522574477,0.2257664302574124,0.0,N2 R0 60C sample2_Subt2__0,N1
30.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.2998764544537952,0.3149807688458676,0.2046357681738398,0.1950697058947083,0.0,0.2414893224045509,0.0,0.1742705478653086,0.1741742196656234,0.14511050936235,0.1449374148067096,0.1595624981716945,N2 R0 60C sample3_Subt2__0,N1
30.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4494704599584895,0.4438460869040497,0.0,0.0,0.3167178327423133,0.0,0.0,0.2822511502811775,0.2822511502811775,0.282233125107739,0.2820277932451967,0.2861770346484951,N2 R0 105C sample3_Subt2__0,N1
60.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4192123878272347,0.3060349666952882,0.0,0.0,0.2467117012580258,0.2072350704813978,0.2099125200791465,0.2046561841341383,0.2002356455894094,0.1990920304932708,0.1988433190034354,0.2006512876397216,N2 R0 105C sample4_Subt2__0,N1
60.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4284456188853908,0.2972932092958248,0.0,0.2324816295654901,0.2423915256307966,0.0,0.2111901272801405,0.2056132655295203,0.2029624510739438,0.2027723797532613,0.199946078596004,0.2008621136767197,N2 R0 150C sample4_Subt2__0,N1
5.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.1892008694733649,0.3226615018497051,0.2364321811229241,0.1526294767975295,0.148621723959552,0.1342049904257649,0.1490654156763896,0.0,0.0,0.1467158252857549,0.1147128948504592,0.1146288175608781,0.1550530064229721,N2 R0 150C sample5_Subt2__0,N1
5.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4015508180482643,0.326069203479073,0.2443930645363174,0.0,0.2112013833880952,0.2169082661805458,0.0,0.0,0.2080187629093036,0.207854220902401,0.2077285900813354,0.2043103639399933,N2 R0 60C sample6_Subt2__0,N1
30.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.2584957238820808,0.2351616613011755,0.1850973099485701,0.0,0.0,0.4143768878168923,0.0,0.0,0.22208074623559,0.2117726317044151,0.2116131027590162,0.2021349524528985,N2 R0 60C sample7_Subt2__0,N1
30.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.3764107718271901,0.3362675869039394,0.2655877390870405,0.0,0.0,0.409845962473681,0.0,0.0,0.0,0.0,0.3302794561974775,0.3343772470506511,N2 R0 105C sample7_Subt2__0,N1
60.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.3178393580474997,0.2256713350338709,0.176479250353876,0.0,0.0,0.35509186562072,0.0,0.2482452008334323,0.2481180840837879,0.1967822046647969,0.1973455713843382,0.0,N2 R0 105C sample8_Subt2__0,N1
60.0,105.0,85.7,85.7,128.6,1.0,1.0,1.5,0.1179452361114793,0.2630993629467794,0.261010804078141,0.1304509299039571,0.0,0.0,0.2969100732959416,0.2093760479976117,0.209297716935267,0.217379524033215,0.1916578233667528,0.2133827300098848,0.0,N2 R0 150C sample8_Subt2__0,N1
5.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.3101726509146458,0.3580979854389582,0.0,0.0,0.0,0.549206791468687,0.0,0.0,0.0,0.0,0.0,0.0,N2 R0 150C sample9_Subt2__0,N1
5.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.2406822198834916,0.3765853330630974,0.3140438029829486,0.0,0.0,0.3332074053029746,0.3543286879196841,0.3540193937563481,0.3377789356845224,0.0,0.0,0.0,N2 R0 60C sample10_Subt2__0,N1
30.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.1687990487563818,0.2243511777491371,0.2167435465550111,0.1988007696964486,0.1816742861247785,0.3355039784481146,0.0,0.0,0.0,0.1183422847362316,0.1182773647438408,0.1999923680227594,0.1246963801987011,N2 R0 60C sample11_Subt2__0,N1
30.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.2288820425842782,0.3262334024065543,0.2470989090362214,0.2777478859671185,0.0,0.2913886903989779,0.2646180883083924,0.2644147116889198,0.2721096574896839,0.2719294207695372,0.2717937951227956,0.2872131911425915,N2 R0 105C sample11_Subt2__0,N1
60.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.1987725562608255,0.2910714445846343,0.2945177662371236,0.0,0.225190387220828,0.1866012646747509,0.2208601815203941,0.0,0.0,0.3216283888904453,0.3215246110587169,0.3214446072925351,0.293989800888519,N2 R0 105C sample12_Subt2__0,N1
60.0,150.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.3260485864330121,0.2996842452953658,0.2404882059435427,0.2983452588440838,0.0,0.3803858426234918,0.380032527309844,0.0,0.0,0.0,0.0,0.3526438361309056,N2 R0 150C sample12_Subt2__0,N1
60.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.2815625035410362,0.2203542709197347,0.0,0.1186083121423483,0.1063646192140009,0.1179163959526408,0.1064040109732879,0.1119018359051134,0.0948502616007795,0.0947173416602869,0.1042442481656783,0.0912572420845347,0.0911162087980521,N1 R0 60C sample 1_Subt2__0__12-25-40-737.csv,N1
60.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.3530845603242139,0.208380669192157,0.2449684616239367,0.2803204359205213,0.0,0.318652137068719,0.0,0.2279066330483453,0.212232778075096,0.212087242018769,0.1706365835944856,0.1728958361698861,N1 R0 60C sample 2_Subt2__0__12-26-44-236.csv,N1
30.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.6347236348542061,0.3686622371256123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R0 60C sample 5_Subt2__0__12-01-57-269.csv,N1
30.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.2233338907196704,0.492592864932672,0.0,0.2688780052825652,0.0,0.0,0.2896228355801021,0.2435333406219074,0.2435333406219074,0.2251767692011452,0.2250565540686152,0.2260309924469404,0.2306262861187502,N1 R0 60C sample 6_Subt2__0__11-59-59-271.csv,N1
5.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.5460821407634852,0.0,0.291600954799054,0.0,0.0,0.2637497304285374,0.2780450649898853,0.2560097021460928,0.2559183385362295,0.2545845299752541,0.2544123885558496,0.2583169008087873,N1 R0 60C sample 9_Subt2__0__11-34-26-305.csv,N1
5.0,60.0,60.0,120.0,120.0,1.0,2.0,2.0,0.2868723572246656,0.4957331769085063,0.0,0.2610837752240191,0.0,0.0,0.2324302658475027,0.2336628867759437,0.2256704469094524,0.225442099316681,0.0,0.0,0.0,N1 R0 60C sample 10_Subt2__0__11-35-42-304.csv,N1
60.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.358092863635493,0.2551852777499671,0.0,0.0,0.0,0.1832916177077228,0.1849086387482585,0.1547831412987553,0.1462884523656705,0.16437665193091,0.1649963949274006,0.1588027267325396,0.1484625186105765,N1R0 105C sample 1_Subt2__0__13-38-18-639.csv,N1
60.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.2636078801208592,0.196636283174997,0.2107567513727182,0.0,0.0,0.3185273910844615,0.0,0.3563162716472648,0.3561860060783867,0.2639570107384866,0.2655977199440564,0.0,N1R0 105C sample 2_Subt2__0__13-38-46-638.csv,N1
30.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.056529538978459,0.3500849454118507,0.0,0.0692006416488313,0.0977354423661501,0.0811727815684574,0.0944638193646285,0.0640414533223307,0.0710350183735668,0.0915248482805028,0.0913860749442886,0.0643360405438919,0.0877511796930139,N1R0 105C sample 5_Subt2__0__13-11-29-175.csv,N1
30.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.308408156881442,0.0,0.2663165361169676,0.3281903409483472,0.0,0.3482040101735648,0.0,0.3269121040648777,0.3267215617675129,0.2767996677255034,0.286464199613647,0.0,N1R0 105C sample 6_Subt2__0__13-12-29-674.csv,N1
5.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.3083707979457411,0.2402148168471669,0.2499131098798198,0.0,0.0,0.4779784104776385,0.0,0.0,0.0,0.0,0.2884002090308558,0.2925272230337605,N1R0 105C sample 9_Subt2__0__12-54-00-698.csv,N1
5.0,105.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.484789158975087,0.0,0.2357187421595994,0.0,0.2433133514421009,0.2414664095513519,0.0,0.2199650113458648,0.1994160733952518,0.1991026823547367,0.1988321538995895,0.2159028133572621,N1R0 105C sample 10_Subt2__0__12-49-55-204.csv,N1
60.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1R0 150C sample 1_Subt2__0__14-45-48-548.csv,N1
60.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0777246013720342,0.3353712920781378,0.0967000070910679,0.1041443261510261,0.0,0.0,0.1002106997157861,0.1118258122520986,0.0760422771931408,0.0837520662601015,0.1058857582687862,0.1057968634744089,0.114745921504787,N1R0 150C sample 2_Subt2__0__14-46-38-546.csv,N1
30.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.2758996556600719,0.1705873049621467,0.0,0.068295524134755,0.0,0.0761042169141294,0.0752497190992266,0.07814397427268,0.0716252793121169,0.0894583003367973,0.0893622528159498,0.0751707591953986,0.0811007834985112,N1R0 150C sample 5_Subt2__0__14-19-48-084.csv,N1
30.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0449163615779653,0.3162010410906761,0.0578000602536065,0.0522776941774101,0.0,0.0561011983450044,0.0613703501213564,0.0407293304479189,0.0384293622114047,0.0759961168524741,0.0405697148012479,0.0404606800014583,0.05789845763443,N1R0 150C sample 6_Subt2__0__14-20-45-582.csv,N1
5.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.0,0.3284368012470838,0.0,0.1192983755052993,0.088993912240096,0.0858492976483935,0.089890634294801,0.085271997983172,0.0686525710542134,0.0663726349907245,0.065002010334947,0.0830791774421707,0.0871699139074578,N1R0 150C sample 9_Subt2__0__13-55-46-616.csv,N1
5.0,150.0,60.0,120.0,120.0,1.0,2.0,2.0,0.1822254999377056,0.4671017549958717,0.2021497496057089,0.1792548174655485,0.0,0.184244199589724,0.1836434281832728,0.1689863281030356,0.1689285160579581,0.1688937997435556,0.1841233689266812,0.1698318636389904,0.1740748577151857,N1R0 150C sample 10_Subt2__0__13-56-37-614.csv,N1
60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,0.0,0.2549008792612167,0.2322521871917773,0.0,0.2541104211322009,0.0,0.417337969491211,0.0,0.0,0.191139698323174,0.215169531104626,0.1949725371619035,0.1746511928986761,N1 R1 sample 1_Subt2__0__12-09-02-318.csv,N1
60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,0.1817794431809138,0.2838254002792575,0.2476504942018799,0.2867914613713538,0.0,0.0,0.3854107624433981,0.0,0.0,0.1750013786610303,0.1934484300162232,0.1933619117652967,0.1716835989471589,N1 R1 sample 2_Subt2__0__12-10-21-317.csv,N1
30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,0.6223539608043143,0.3774635936826521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 3_Subt2__0__11-39-55-856.csv,N1
30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,0.6201147158940682,0.3804388859718065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 4_Subt2__0__11-42-04-355.csv,N1
10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,0.6283290953541688,0.3716218536046342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 5_Subt2__0__11-27-23-874.csv,N1
10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,0.6352317084348588,0.3651233667518604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 6_Subt2__0__11-27-48-374.csv,N1
10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,0.6414758700286217,0.3619430104076186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 7_Subt2__0__11-28-12-362.csv,N1
10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 8_Subt2__0__11-28-34-871.csv,N1
5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,0.0,0.3971133049135371,0.2253115550134593,0.0,0.0,0.2747805761873803,0.1973140799828125,0.1749994725382666,0.1906698406434694,0.1706980721021522,0.1754228668035165,0.1853951529570572,0.1884879012686827,N1 R1 sample 9_Subt2__0__11-25-27-877.csv,N1
5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,0.0,0.3971504344247599,0.1842463364899738,0.1768273546482719,0.0,0.2059642134516307,0.2197429315440543,0.0,0.0,0.1532386452510712,0.1560709459732707,0.147051052675844,0.1501503804596499,N1 R1 sample 10_Subt2__0__11-25-47-365.csv,N1
5.0,60.0,86.21,86.21,127.59,1.0,1.0,1.48,0.0,0.5176579430131639,0.4037268654647179,0.3310508092589663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N1 R1 sample 11_Subt2__0__11-26-06-869.csv,N1
5.0,60.0,86.21,86.21,127.59,1.0,1.0,1.48,0.0,0.5336227266443121,0.3708861498748978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216926981947348,N1 R1 sample 12_Subt2__0__11-26-40-875.csv,N1
